author,text
click click,"문화대혁명으로 지들 역사를 싸그리 지워버리고 문화미디어인프라를 싹다 죽여버렸으니
남을 베끼고 까내리고 훔쳐와서 자기것으로 만드는것밖에 못하겠지 ㅋㅋㅋㅋ

그렇게 대국이라는놈들이 왜 남의것을 탐낼까? ㅋㅋㅋㅋㅋㅋㅋ"
어쩔티브이,중국겜 좋다고 쳐빠는 멍청한 인간들  ㅉㅉ 늬들 폰에 깔려있는 공인인증서 카카오뱅크 비번 다 중국으로 호로록 날라간다?
카지미,저렇게 역사 깊은 나라가 지들 문화 다 날려먹고 인기 있는거 가져다가 자기거라 하는 모습이 불쌍하다...
전설의 닌자 / 伝説の忍者 / Legendary Ninja,전세계가 다 싫어하는 종족
전설의 닌자 / 伝説の忍者 / Legendary Ninja,"거짓말도 백번하면 진실이 된다...
그 말이 딱 와닿는..."
박원종,시발ㅋㅋㅋ 고구려가 지방정권??그럼 그지방정권에 뚜까쳐맞고 땅 다뺏긴거야??ㅋㅋ
27인치모니터,중국은 여러개
리피터,"우리 정부는 왜 중국의 역사교과서 왜곡에는 한마디도 하지 않는건지... 중국 학교에서 이렇게 가르친답니다. ""한국의 삼국시대에서 삼국은 백제, 신라, 가야"""
very very,핑핑아 ㅋㅋㅋㅋㅋ 시진 핑핑이 ㅋㅋㅋ
lee우리,중국인들은 싸그리모아서 소각하는게 답이다
gukji ryu,저래서 제가 중국게임 절대 안합니다. 차이나머니 너무 싫다보니;;
서인복음 TV,중국 공산당 좋아하는  재  / 민*당  ㅋㅋㅋ
김수한,핑핑아 핑핑아~ 마오~
Youngshin Yun,김성회... 이제부터 선생님이라 부르겠습니다...
너튜브,속~~~~~~~~~~~~~~~시원~~~~~~~~~~~~~~~~하다  감사합니다.
허헌혈,민주화가 고픈 중국인들이지 뭐ㅋㅋㅋ 한복은 민주화의 상징인뎈ㅋㅋ
성이름,정치인이 방관하고 있는게 아니고 지령 받들어 졸개로 일을 하는거죠
희망대운,좋은 공산당이란 없다 베트남도 공산당이자너  공산당은 뒤치기가 왜이리 종특이냐
드래곤,황천의 뒤틀린 역사
주민준,답은 제2의 천안문 사태 뿐이다. 또 공산당들이 과잉진압으로 수천명씩 죽어나가면 유엔에서 민주주의와 인권을 보호하는 명목으로 궐기해서 세계대전 각
한탱크,진짜 제발 테러집단이든 군집단이든 중국에 핵한발만 제발 떨궈줘라 제발
도마 안중근,워낙 신비로워야 말이지ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
한승훈,버러지들 지구상애서 없어져야되는데..
조까를로스,3차 세계대전은 중국vs지구인 일듯
팔쟁이,시원하게 까버리네 꺼ㅓㅓㅓㅓㅓㅓㅓㅓㅓ억 소화가 다된다
Iron Dragon,마지막 핑핑이 시씨?
알즈P,중국인들이 하루 빨리 국적을 버리고 디스토피아에서 탈출하길 기원합니다. 탈출은 지능순
SHIBAINU,중국:아 몰라 빼애애애액 다 내꺼야!!!!!!!
guang lee,ㅋㅋㅋㅋㅋ중국에서는 미국의똥도 한국에 수출한다고 한다는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
들히,http://m.blog.daum.net/na-1127/1066 중국인들 vpn쓰는거 공안에 신고하는법ㅋㅋ
이연우,성회형 각잡고 중국 리뷰좀 해줘 다 박살나버리게
알띵,중국의 동북공정 정책에 대해 국민들에게 알리고 우리의 역사와 문화를 나라에서 적극 홍보해주세요. > 대한민국 청와대 https://www1.president.go.kr/petitions/593846
skipper Enterprise,"중국문화중 한족 건 거의 없지 있어도 거지같은 것 뿐
좀 내세울만한 유산은 죄다 이민족 문화 글자조차도 ㅋㅋ"
코노디오다,"아니 한북 중국꺼아님? 와 어이가 없넼ㅋㅋㅋ





라는 중국의 소설이야기"
클래식피그,"블리자드는 설풍공사 짜요 당했고
라이엇은 세라핀 짜요 당했고
게임계는 정말 병임.
게임중독이 아니라 중국병."
INTP,"님들아 니키가 개인정보 빼서 넘기나보다
https://twitter.com/G_00K2/status/1328927643303985155?s=19"
D1 C,아주 대한민국 역사를 지들 마음대로 가지고 노네
검은바람,중국의 한푸는 명나라 때 한복을 입는 중국인들이 워낙 많아서 한복 입지 말라고 하고 그 후에 생겨난 옷이라고 알고있습니다
그림그리는애기엄마,게임에 관심 1도 없는데 말씀하시는게 너무너무 웃겨서 구독하고 다 보려구 플레이리스트 돌렸어요 너무 웃겨요
윤주원,"어쩔수 있나... 쟤네 입장에서 생각해보면
저렇게 안하면 인체의 신비전을 직관하러 갈수도 있는건데 뭐,,, ㅋㅋㅋㅋㅋㅋㅋㅋ"
최상인,6:35에 나오는 브금 아시는분?
빠따코나,중국인은 싸울거면 지들끼리 배틀로얄좀 벌여라 인구 좀 줄이게
Pa Mo,중국인들은 착할지도 모르지만 중국공산당은 악마이다.
후지림,결론:중국은 민폐만 한다
V포벤데타,때놈들
토끼아잉,???:저는 신비해지고싶지 않습니다...
작은곰돌,"ㅅㅂ 유투브광고중에 중국광고, 특히 4399랑 기적의검 이색히들 광고좀 어떻게 내릴방법 없냐... 진짜 역겨워서 토쏠린다 어휴..."
누렁이밥,진짜 해학의 민족이다 어떻게 아웃트로를 저걸 쓸 생각했어 ㅋㅋㅋ
히믓,단비여 뭐여 다 지들꺼래
힘센잉어,"상대는 공산당이다... 애비를 죽인 공산당이야!!!




???:애비를 죽인 두한아!!"
시엘_,지하철에서 중국어만 들려도 확가서 꺼지라하고싶음 중국유학생 조선족 다 쫓아내면좋겠다
박지현,저게 뭐지 중2병인가..? (중국이)
준이,"我们穿着韩服赢得了民主主义。 谢谢你们喜欢韩服，我支持中国的民主化！ 우린 한복을 입고 민주주의를 이뤄냈지 한복 좋아해줘서 고맙다, 중국의 민주주의도 응원해 非常感谢你为民主主义所作的努力. 中国的共产主义必须崩溃. 민주주의를 위한 당신의 노력에 매우 고마워. 중국의 공산주의는 반드시 붕괴되어야 해. 羡慕韩国的民主主义? 你们也能脱离中国的共产主义! 한국의 민주주의가 부러워? 너희도 중국의 공산주의에서 벗어날 수 있어!"
곰방와요,조선족=중국인
EMDG Han,중국 불매운동 가야될듯 가즈아아아아아
Mae Long,한복이 뭐라고 탐내냐 지들 치파오 같은 의복은 챙녀같아서 챙피한건가
제노비오,쓰레기게임 돈주고 하라고해도 하기 싫은데 그런걸 왜함?
이제고2,이거 진짜 궁금했어
Mason 76,시발 그렇게 따지면 불을 누가 먼저 발견 했는지 부터 따져야 되는거 아니냐? ㅋㅋㅋ 그리고 지들 문화는 다 대륙에서 시작한줄 알지?
전정우,진정한 중국인은 천안문 사태 이후 모조리 학살당했다.지금 중국땅에 있는건 그냥 지방 덩어리들임
Sieur Nettecam,민주당이나 국힘당이나 둘다 중국돈 겁나 먹어서 법안을 만들긴 할까? 우파나 좌파나 친중이던데
new황금새,지방 정권을 100만으로 쳐들어와서 없애니?ㅋㅋㅋㅋㅋㅋㅋ뇌구조가 참 신비롭네. 레알  만년적이다. 이런데도 저오만한 것들 후장빠는 x가놈은 정말....토나온다. 중국은 언젠가 세계가 망하게 만들듯
PA TU,문씨가 이 영상을 싫어합니다
신성철,소수민족 탄압하는 중국 꺼져라 프리 홍콩 프리 티벳
사람,타노스가 나와서 증국에서 핑거스냅 딱 4번만 튕겨주었으면
Mangrove,"한줄요약 : 핑핑이는 마오하고 운단다?
아주 그냥 계속 생각나!"
당돌한고양이,뭐랄까 지붕뚫고 하이킥 정해리? 보는 느낌임 ㅋㅋㅋㅋ 아 이리내 다 내꺼야! 이것도 내꺼야! 다 내꺼야! 드라마에선 혼낼수나 있었지 중국은 어휴.....
핑크색수달,공자가 중국인이라는게 신기하다
Kim Ji Hoon,"중공애들이 한복이 자기들것이라고 유튜브 하고있음
https://www.youtube.com/watch?v=Wd6Z2ZOzbOY"
김유진,저래놓고 중국인 차별하면 인종차별 ㅇㅈㄹㅋㅋㅋㅋ
Yong LEE,친중 친북정권한테 너무 많은 걸 바라시네요 ㅋㅋㅋ
Ky K,ㅋㅋㅋ 한푸챌린지? 그럼 공안 신고챌린지 해봐야지
Bno Jay,"과잉민족주의, 전체주의 국뽕운동 무섭네"
이슭호,시발
ゆう_,???: 훠훠훠 참 재미있는 의견이군요
John Cho,"중국은 법치 국가가 아닙니다.
언제든 뒤통수를 날릴 부폐와 비양심이 그냥 일반적으로 평범하게 존재 하는 곳이 중국입니다.
물론 양심적이고 법을 존중하고 준수하기 위해 최선을 다하는 중국시민들도 많습니다.
제가 하는 이야기는 그러한 부폐와 비양심이 늘 상존하는 분위기를 만드는 상당한 다수가 존재 한다는 것이고 이들이 하는 것이 주류가 되는 경우가 많다는 겁니다.
유명한 예로, [한국은 공자가 한국인이라고 주장한다] 라는 유언비어를 중국인들 스스로 날조하여 퍼트려서 한국민을 당혹 스럽게 만든 것은 극히 일부의 예일 뿐입니다.
우리나라에서는 유언비어로 여겨질 이야기를 실제상황으로 만들고 그것을 더 심층시키는 비정상적 구조를 중국 사회가 가지고 있죠...
이러한 무서운 생태계 속에서 자란 중국 사람들은 우리가 상상치 못할 비정상적 사고를 하는 경우가 많습니다.
이런저런 이야기를 떠나서, 우리 이웃 국가가 이런 비이상적인 사회라는 것이 참으로 안타깝습니다."
이태리,롤도 처신 잘해야... X라핀같이 쳐 밀고 나가다가 훅간다
JOON JOON,"중공애들이 한복 자기것이라고 유튜브하고 있음
https://www.youtube.com/watch?v=Wd6Z2ZOzbOY"
Strichcode,"김펠레가 중국 욕을 한다? == 흥한다




나쁜사람 ... ㅜ"
Roberto Kim,"자기들이말하는 한푸랑
우리나라한복의 한은 글자부터다른건자기들이알텐데ㅋ"
박민호,타노스가 옳았어
사람이 되자,에라이 증신병자들아
하루종일 군침도는 루피,아이고... 80년대 중국 전체 GDP랑 우리나라 전체 GDP 비슷할때 조졌어야했는데....
TH,와... 내용 너무 알차고 맘에든다. 현 정부 눈치 보일수도 있을텐데 하나하나 콕 찝어서 팩폭해주니까 내 속이 다 후련하네... 박수가 절로나온다.
Tiger Kim,"너희 덕에 모바일 게임해도
배급 회사 검색하고 홍콩 중국 들어가면 믿고 거른다 고맙다 ^^"
블,야 트위터에 중국 혐오짤 같은거 올리면서 태그로 그냥 한복챌린지 적으면 안되냐 시발??
yh l,공산국가여서 어쩔수 없음
미리남mmMan,악 ! ! 마지막 스폰지밥 핑핑아  왜나왔나 했네 ㅋㅋㅋ 미치겠다     핑핑아~~~~~~~  핑핑아~~~~
케빈,근데 중국 주장으로 따지면 하얼빈까지 우리나라 땅이고 일본도 우리나라 땅인데?
자림,저아직도 환불못받음..개짜증남
가호일루버,이야 정치시사 유튜버로 진출해도 대박 나실듯
조NEW,저 다음에 양복도 우리꺼다 할거같네
en be,총살 당한다고 날라온거 아니냐
김재규,핑핑이에서 개뿜었네ㅋㅋㅋㅋㅋㅋㅋ
A A,ㄹㅇㅋㅋ 그렇게치면 지금 지구 절반은 칭키즈칸이 먹었으니 몽골땅이라고 엌ㅋ
Jeongseok Lee,한복이 왜 민주화의 상징인지 말해줄 사람..??
ᄇᄉᄆ,"중국은 최고
국가중에서도 독보적
은과금이 넘쳐나는나라
씨앗이 되는 나라
발과 손을 사용하지 않고도 세계 정복
새와 나무가 넘쳐나는 나라
끼와 놀이가 많이 있는나라 
들깨와 씨앗같이 공물도 넘쳐나네

세로-읽기"
o Dan,"모택동, 감사합니다. 당신은 지구의 신이 내려보낸 운영자로서 훌륭히 역할을 해내셨습니다. 문화대혁명 DLC 적용, 참으로 재미있었습니다. 그래서 다음 DLC는 뭔가요?"
유덕현,중국은 2개다!!!!
ᄋᄋ,근데 첨에 트위터로 이의제기했다는데 ㅋㅋㅋㅋㅋ 걔네 트위터 못쓰잖아 ㅋㅋㅋㅋㅋ 공안에 안잡혀가나?
다설아,대만 독립을 지지합니다.
Takeda Shimamoto,"어차피 대다수 한국인들이 갖고 있는 냄비근성을 보면 결국 또 잊혀짐. 저건 그동안 저 훠궈마라탕 식인종새끼들이 저ㅈㄹ떤게 한두번도 아닌데 최소 20년 동안 ""반중하면 우리 굶는다""고 겔겔대면서 아가리 꾹 닫고 참아왔던 것에 대한 결과물일 뿐임.  

이제 저새끼들 조만간 더한 짓거리도 서슴치 않고 할거임. 벌써 국민청원에도 올라갔다는데 보나마나 청와대에선 일개 해외 기업의 논조와 행보에 관해 정부가 직접적으로 나서서 개입할 수 없단 식으로 대충 나라시 까고 유야무야 묻힐게 훤함ㅋㅋㅋㅋㅋ"
dowpo mfiwo,"마오쩌둥
시진핑  

2020년은  끝부분에도  코로나를 제외
조용할 날이 없구만

    2000년에  첫  밀레니엄 세대  시작하는 상황 사건 등 처럼     진짜  한국사 책에도  나왔던  동북공정   다시  큰  사건이  21년도  넘어가기 전에  일어나다니  

인간놈들  때가  얼마 안 남았으니 
재난, 아포칼립스 영화 처럼
이제  당당히  중국놈들  미쳐가는 상황인가

코로나는  왜  인정 안하냐  
웃긴 놈들
이번  2020년은   
진짜  다사다난이다!!!!!!!!!!"
E AE E,"설령 주변국의 영향을 받았다고 해서
그게 온전히 그 나라의 문화인가?
그걸 꽃피우고 발전시킨 나라의 문화가
맞는 거잖아.
한어병음이 지들 쓴다고해서
한자에서 유래되었다는 개소리나 다를
바가 없는 것 같네"
KYLE SHIN,이미 핑핑해진 글입니다.
지리산보름달곰,속시원하다.  중국은 전세계 민폐
Chris O,그냥 중국게임 그만합시다... 특히 모바일게임 보면 해도 그만 안해도 그만인 게임들 많은데 차단 하자고요
일개미,좋아요 한 개로는 부족한데 어쩌지..
김범 준,훠 훠 훠..  그래도 중국몽이줘..
J kim,"모두가 싫어하지만 대한민국 정부만 좋아하는 나라.
그런 나라가 어딨냐 ㅋㅋㅋㅋ"
어지러웡,아니 지들 소중한 문화 다 때려부수고 불태우고 겨우 지켜낸 우리 문화유산을 넘보는건 무슨 심보야ㅋㅋ
정구철,이거보고도 아직도 북한 중국 빠는 머가리빈 새기들 있냐ㅋㅋㅋㅋ
혼돈의 불꽃,중국은 역겨운 후진국
UN J,이래도 핵쳐맞고 군대도 제대로 못꾸리는 일본이 적이냐
Teri maki,중국인들 답:  자네 한달에 1억식 드는 VPN을 아는가?ㅋㅋ
M4rvel0us,우리나라 전통에만 동북공정 적용하지 말고 미세먼지랑 코로나 바이러스도 중국 기원이라는 동북공정 적용해주면 좋겠네요.
